@relation NewRelation
@attribute Field_000 numeric
@attribute Field_001 numeric
@attribute Field_002 numeric
@attribute Field_003 numeric
@attribute Field_004 numeric
@attribute Field_005 numeric
@attribute Field_006 numeric
@attribute Field_007 numeric
@attribute Field_008 numeric
@attribute Field_009 numeric
@attribute Field_010 numeric
@attribute Field_011 numeric
@attribute Field_012 numeric
@attribute Field_013 numeric
@attribute Field_014 numeric
@attribute Field_015 numeric
@attribute Field_016 numeric
@attribute Field_017 numeric
@attribute Field_018 numeric
@attribute Field_019 numeric
@attribute Field_020 numeric
@attribute Field_021 numeric
@attribute Field_022 numeric
@attribute Field_023 numeric
@attribute Field_024 numeric
@attribute Field_025 numeric
@attribute Field_026 numeric
@attribute Field_027 numeric
@attribute Field_028 numeric
@attribute Field_029 numeric
@attribute Field_030 numeric
@attribute Field_031 numeric
@attribute Field_032 numeric
@attribute Field_033 numeric
@attribute Field_034 numeric
@attribute Field_035 numeric
@attribute Field_036 numeric
@attribute Field_037 numeric
@attribute Field_038 numeric
@attribute Field_039 numeric
@attribute Field_040 numeric
@attribute Field_041 numeric
@attribute Field_042 numeric
@attribute Field_043 numeric
@attribute Field_044 numeric
@attribute Field_045 numeric
@attribute Field_046 numeric
@attribute Field_047 numeric
@attribute Field_048 numeric
@attribute Field_049 numeric
@attribute Field_050 numeric
@attribute Field_051 numeric
@attribute Field_052 numeric
@attribute Field_053 numeric
@attribute Field_054 numeric
@attribute Field_055 numeric
@attribute Field_056 numeric
@attribute Field_057 numeric
@attribute Field_058 numeric
@attribute Field_059 numeric
@attribute Field_060 numeric
@attribute Field_061 numeric
@attribute Field_062 numeric
@attribute Field_063 numeric
@attribute Field_064 numeric
@attribute Field_065 numeric
@attribute Field_066 numeric
@attribute Field_067 numeric
@attribute Field_068 numeric
@attribute Field_069 numeric
@attribute Field_070 numeric
@attribute Field_071 numeric
@attribute Field_072 numeric
@attribute Field_073 numeric
@attribute Field_074 numeric
@attribute Field_075 numeric
@attribute Field_076 numeric
@attribute Field_077 numeric
@attribute Field_078 numeric
@attribute Field_079 numeric
@attribute Field_080 numeric
@attribute Field_081 numeric
@attribute Field_082 numeric
@attribute Field_083 numeric
@attribute Field_084 numeric
@attribute Field_085 numeric
@attribute Field_086 numeric
@attribute Field_087 numeric
@attribute Field_088 numeric
@attribute Field_089 numeric
@attribute Field_090 numeric
@attribute Field_091 numeric
@attribute Field_092 numeric
@attribute Field_093 numeric
@attribute Field_094 numeric
@attribute Field_095 numeric
@attribute Field_096 numeric
@attribute Field_097 numeric
@attribute Field_098 numeric
@attribute Field_099 numeric
@attribute Field_100 numeric
@attribute Field_101 numeric
@attribute Field_102 numeric
@attribute Field_103 numeric
@attribute Field_104 numeric
@attribute Field_105 numeric
@attribute Field_106 numeric
@attribute Field_107 numeric
@attribute Field_108 numeric
@attribute Field_109 numeric
@attribute Field_110 numeric
@attribute Field_111 numeric
@attribute Field_112 numeric
@attribute Field_113 numeric
@attribute Field_114 numeric
@attribute Field_115 numeric
@attribute Field_116 numeric
@attribute Field_117 numeric
@attribute Field_118 numeric
@attribute Field_119 numeric
@attribute Field_120 numeric
@attribute Field_121 numeric
@attribute Field_122 numeric
@attribute Field_123 numeric
@attribute Field_124 numeric
@attribute Field_125 numeric
@attribute Field_126 numeric
@attribute Field_127 numeric
@attribute Field_128 numeric
@attribute Field_129 numeric
@attribute Field_130 numeric
@attribute Field_131 numeric
@attribute Field_132 numeric
@attribute Field_133 numeric
@attribute Field_134 numeric
@attribute Field_135 numeric
@attribute Field_136 numeric
@attribute Field_137 numeric
@attribute Field_138 numeric
@attribute Field_139 numeric
@attribute Field_140 numeric
@attribute Field_141 numeric
@attribute Field_142 numeric
@attribute Field_143 numeric
@attribute Field_144 numeric
@attribute Field_145 numeric
@attribute Field_146 numeric
@attribute Field_147 numeric
@attribute Field_148 numeric
@attribute Field_149 numeric
@attribute Field_150 numeric
@attribute Field_151 numeric
@attribute Field_152 numeric
@attribute Field_153 numeric
@attribute Field_154 numeric
@attribute Field_155 numeric
@attribute Field_156 numeric
@attribute Field_157 numeric
@attribute Field_158 numeric
@attribute Field_159 numeric
@attribute Field_160 numeric
@attribute Field_161 numeric
@attribute Field_162 numeric
@attribute Field_163 numeric
@attribute Field_164 numeric
@attribute Field_165 numeric
@attribute Field_166 numeric
@attribute Field_167 numeric
@attribute Field_168 numeric
@attribute Field_169 numeric
@attribute Field_170 numeric
@attribute Field_171 numeric
@attribute Field_172 numeric
@attribute Field_173 numeric
@attribute Field_174 numeric
@attribute Field_175 numeric
@attribute Field_176 numeric
@attribute Field_177 numeric
@attribute Field_178 numeric
@attribute Field_179 numeric
@attribute Field_180 numeric
@attribute Field_181 numeric
@attribute Field_182 numeric
@attribute Field_183 numeric
@attribute Field_184 numeric
@attribute Field_185 numeric
@attribute Field_186 numeric
@attribute Field_187 numeric
@attribute Field_188 numeric
@attribute Field_189 numeric
@attribute Field_190 numeric
@attribute Field_191 numeric
@attribute Field_192 numeric
@attribute Field_193 numeric
@attribute Field_194 numeric
@attribute Field_195 numeric
@attribute Field_196 numeric
@attribute Field_197 numeric
@attribute Field_198 numeric
@attribute Field_199 numeric
@attribute Field_200 numeric
@attribute Field_201 numeric
@attribute Field_202 numeric
@attribute Field_203 numeric
@attribute Field_204 numeric
@attribute Field_205 numeric
@attribute Field_206 numeric
@attribute Field_207 numeric
@attribute Field_208 numeric
@attribute Field_209 numeric
@attribute Field_210 numeric
@attribute Field_211 numeric
@attribute Field_212 numeric
@attribute Field_213 numeric
@attribute Field_214 numeric
@attribute Field_215 numeric
@attribute Field_216 numeric
@attribute Field_217 numeric
@attribute Field_218 numeric
@attribute Field_219 numeric
@attribute Field_220 numeric
@attribute Field_221 numeric
@attribute Field_222 numeric
@attribute Field_223 numeric
@attribute Field_224 numeric
@attribute Field_225 numeric
@attribute Field_226 numeric
@attribute Field_227 numeric
@attribute Field_228 numeric
@attribute Field_229 numeric
@attribute Field_230 numeric
@attribute Field_231 numeric
@attribute Field_232 numeric
@attribute Field_233 numeric
@attribute Field_234 numeric
@attribute Field_235 numeric
@attribute Field_236 numeric
@attribute Field_237 numeric
@attribute Field_238 numeric
@attribute Field_239 numeric
@attribute Field_240 numeric
@attribute Field_241 numeric
@attribute Field_242 numeric
@attribute Field_243 numeric
@attribute Field_244 numeric
@attribute Field_245 numeric
@attribute Field_246 numeric
@attribute Field_247 numeric
@attribute Field_248 numeric
@attribute Field_249 numeric
@attribute Field_250 numeric
@attribute Field_251 numeric
@attribute Field_252 numeric
@attribute Field_253 numeric
@attribute Field_254 numeric
@attribute Field_255 numeric
@attribute Field_256 numeric
@attribute Field_257 numeric
@attribute Field_258 numeric
@attribute Field_259 numeric
@attribute Field_260 numeric
@attribute Field_261 numeric
@attribute Field_262 numeric
@attribute Field_263 numeric
@attribute Field_264 numeric
@attribute Field_265 numeric
@attribute Field_266 numeric
@attribute Field_267 numeric
@attribute Field_268 numeric
@attribute Field_269 numeric
@attribute Field_270 numeric
@attribute Field_271 numeric
@attribute Field_272 numeric
@attribute Field_273 numeric
@attribute Field_274 numeric
@attribute Field_275 numeric
@attribute Field_276 numeric
@attribute Field_277 numeric
@attribute Field_278 numeric
@attribute Field_279 numeric
@attribute Field_280 numeric
@attribute Field_281 numeric
@attribute Field_282 numeric
@attribute Field_283 numeric
@attribute Field_284 numeric
@attribute Field_285 numeric
@attribute Field_286 numeric
@attribute Field_287 numeric
@attribute Field_288 numeric
@attribute Field_289 numeric
@attribute Field_290 numeric
@attribute Field_291 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}
@data
351,445,887,794,579,536,25,19,20,13,3,10,138,220,812,687,562,849,20,22,11,2,1,4,170,170,833,652,777,600,11,28,13,0,13,13,502,110,913,835,630,745,29,16,25,3,11,14,421,145,885,833,662,621,26,12,13,4,10,7,291,241,746,783,829,627,27,24,12,2,13,15,255,277,887,658,611,915,14,26,19,7,13,11,187,385,844,645,649,781,17,32,18,4,6,1,260,274,909,771,641,859,7,31,19,3,9,8,448,194,881,827,804,608,27,14,15,10,10,15,263,305,769,732,720,664,24,27,17,14,8,9,423,333,966,819,589,630,20,20,16,13,4,14,291,369,902,859,613,610,18,22,14,2,1,1,201,301,780,691,633,881,13,27,12,6,13,10,263,287,755,678,845,661,18,25,7,13,14,17,513,425,969,955,994,502,24,31,31,11,12,16,415,503,1070,870,573,1077,31,30,15,5,12,10,302,246,832,697,552,543,25,20,13,12,15,2,0.04239128,0.49572802,0.18399149,0.3919695,0.50266865,0.20696777,0.52862561,0.15567594,0.48127728,0.34040091,0.12445521,0.20350054,0.10212443,0.28640358,0.26024663,0.11025842,0.16599559,0.13490122,0.18684849,0.16891581,0.17260636,0.15356571,0.12211191,0.18656347,0.09034386,0.16401157,0.15069873,0.10605956,0.16200676,0.02350396,0.14409912,0.11726544,0.07774448,0.18341415,0.06008184,0.16698739,0.1152618,0.10780539,0.14335241,0.09345628,0.08395517,0.09158863,0.04637965,0.12919382,0.11340849,0.09090323,0.09026408,0.20351117,0.0993166,0.06494847,0.17040786,0.19335705,0.16288315,0.04785141,0.19382542,0.16444008,0.18244109,0.08648684,0.214286,0.17232583,0.2058216,0.04763264,0.22478255,0.06094734,0.29588183,0.13095097,0.1721452,0.12308943,0.15257758,0.07251496,0.16344856,0.07636068,0.35349081,0.07124047,0.17864275,0.10203892,4
418,322,860,834,674,473,18,22,12,10,6,11,177,255,831,771,631,842,13,27,19,1,4,9,233,389,782,612,684,553,18,23,9,1,16,18,509,307,808,833,713,752,30,25,19,8,10,19,386,320,784,793,699,572,25,23,9,5,9,12,352,280,705,697,708,552,20,23,4,3,16,20,286,370,800,658,602,912,7,31,19,2,16,16,220,268,771,655,620,754,10,29,12,5,9,4,151,187,834,809,736,836,14,20,11,2,8,3,507,407,864,721,735,589,20,15,33,11,13,20,312,310,770,656,641,573,17,24,9,15,11,14,524,282,949,887,546,593,13,23,8,14,7,19,314,198,911,895,634,529,11,21,8,1,4,6,250,214,723,671,632,820,6,26,4,3,16,15,330,222,682,530,712,596,11,20,1,10,15,22,522,420,924,731,889,437,17,20,23,10,11,21,356,314,1005,894,664,1048,24,27,11,4,11,11,297,297,829,793,637,536,22,17,21,11,14,3,0.15139489,0.52998908,0.3211308,0.28797112,0.41473423,0.2475369,0.49055031,0.36554422,0.43182304,0.28900973,0.24214937,0.02957449,0.19536574,0.0892292,0.22959409,0.0762969,0.0658387,0.09566392,0.21648397,0.15823958,0.11255874,0.05526669,0.1658266,0.09456561,0.17884593,0.00590321,0.10898107,0.11341021,0.10747704,0.06933845,0.02600357,0.10112925,0.17860676,0.107292,0.06894891,0.07273992,0.14719855,0.13089959,0.10937228,0.00854553,0.09626914,0.15821929,0.13862841,0.07827264,0.09010114,0.12536583,0.08341523,0.05515883,0.12883894,0.14891192,0.06719884,0.07499743,0.1876758,0.16448546,0.06016804,0.0506494,0.21194618,0.15256976,0.06688019,0.10729328,0.20121035,0.23108572,0.03062267,0.12784578,0.32124599,0.13918485,0.0659121,0.20312273,0.22241964,0.15729346,0.00502699,0.17677194,0.38141308,0.19194107,0.28025536,0.17267812,4
384,366,894,728,625,533,29,22,10,14,4,10,193,317,873,637,620,896,24,35,21,5,2,8,227,231,790,538,805,613,7,15,11,5,12,17,505,259,850,747,644,790,23,19,21,2,8,18,368,236,822,727,692,632,22,23,11,1,9,11,314,156,761,683,859,616,23,17,2,7,12,19,228,268,862,576,677,956,18,27,21,8,12,15,170,356,825,557,713,808,21,23,14,9,5,3,209,263,860,699,665,888,11,20,13,2,8,4,469,245,898,713,840,617,31,23,29,15,11,19,282,170,772,626,756,655,30,18,7,19,7,13,460,300,983,767,671,649,26,23,8,18,5,18,296,274,909,787,653,591,22,21,10,3,2,5,210,230,757,589,691,882,19,22,6,7,12,14,312,202,752,560,897,658,24,12,3,8,13,21,512,318,958,813,1010,485,30,20,21,10,11,20,340,470,1035,792,609,1104,35,29,13,4,11,10,295,239,849,657,580,546,27,11,23,11,14,2,0.04268058,0.45059699,0.26317329,0.342429,0.48902544,0.191073,0.49911581,0.22612625,0.46978976,0.37299645,0.14135473,0.18790346,0.17951957,0.20736872,0.31335527,0.18787435,0.20938458,0.08022366,0.19701376,0.25308104,0.1150828,0.17644908,0.15406037,0.16017375,0.22794811,0.105914,0.1561299,0.04898632,0.16309081,0.13306874,0.04801907,0.18118244,0.09002191,0.16804197,0.13649092,0.03993177,0.12911861,0.05709525,0.12723999,0.06818592,0.07110133,0.17305229,0.02196158,0.1444409,0.12451632,0.13886274,0.07639411,0.04528919,0.15085949,0.16899131,0.0936658,0.07958911,0.12694441,0.15569362,0.12725678,0.04231691,0.07949857,0.17977267,0.12632577,0.14652294,0.08590681,0.1200551,0.1299326,0.08638808,0.11773427,0.11591274,0.17330228,0.12812364,0.03647987,0.06837095,0.05022,0.08999632,0.26137071,0.13166877,0.21824987,0.09017474,4
388,292,798,822,587,530,17,23,12,11,9,13,163,281,581,721,544,791,12,18,19,0,7,9,141,379,784,618,721,510,19,20,9,6,11,0,493,327,784,823,628,723,25,36,19,13,17,15,432,350,756,781,706,537,20,36,9,10,18,12,276,250,629,665,763,551,19,24,4,8,11,2,248,284,658,648,541,861,6,26,19,3,11,10,262,268,629,667,617,703,9,16,12,4,12,14,349,201,682,805,665,785,23,11,11,3,17,15,431,303,802,683,702,626,11,16,29,10,18,2,280,258,678,632,638,630,10,15,9,14,12,4,406,216,887,873,507,604,8,22,8,13,8,1,334,182,849,893,603,548,10,16,8,2,7,12,204,216,585,651,553,779,1,19,4,4,11,11,226,216,636,554,705,565,2,19,1,11,12,4,488,348,870,757,920,526,10,11,23,11,20,3,456,336,807,886,573,999,23,16,11,5,20,9,365,263,775,763,624,641,23,28,21,14,15,15,0.13743278,0.62826385,0.24268211,0.41262585,0.17934997,0.23000822,0.58285537,0.06298812,0.56996602,0.18159119,0.22373917,0.15161511,0.16216895,0.26168151,0.13615383,0.13530242,0.20657217,0.22019448,0.19836904,0.11057014,0.04927094,0.15989368,0.20531652,0.1736101,0.09127146,0.04519503,0.07841316,0.14309181,0.17896103,0.09229881,0.09978375,0.04155998,0.07423915,0.1482093,0.0838384,0.12420284,0.06937633,0.05166193,0.07707521,0.06605207,0.0945102,0.10928717,0.0857047,0.03977335,0.08431567,0.0850785,0.04144786,0.06023644,0.09529713,0.08459044,0.08401736,0.03988464,0.10579416,0.08409439,0.12330994,0.06432667,0.09623246,0.06066425,0.07320339,0.04631003,0.06426541,0.08371051,0.01330518,0.08259136,0.10971403,0.14178265,0.11473652,0.12449933,0.17267845,0.19097054,0.19753411,0.13543947,0.21855619,0.03251678,0.13075701,0.13096536,4
356,390,798,855,718,606,26,19,20,11,10,6,217,175,809,746,717,975,21,36,11,4,10,12,313,231,794,639,840,686,10,14,1,4,12,11,301,181,838,872,771,885,20,16,11,5,0,14,250,178,844,838,817,705,25,22,1,2,1,7,344,202,683,726,864,685,26,12,12,6,8,13,218,228,898,685,720,1045,21,28,11,5,10,15,244,252,857,682,660,887,18,24,4,8,7,7,119,149,896,834,790,969,8,21,3,1,0,4,459,293,794,728,883,698,34,24,35,14,13,13,312,326,650,685,785,702,35,27,17,18,11,11,474,342,879,890,644,726,33,20,16,17,11,12,350,274,823,922,674,660,23,22,14,2,10,9,246,274,743,700,770,953,26,27,4,4,12,8,400,276,736,539,882,729,31,11,7,9,11,15,466,442,866,736,985,558,35,21,31,9,15,14,162,374,1027,923,714,1181,32,22,3,1,3,4,265,281,751,774,721,617,22,20,19,10,12,6,0.23597132,0.45017044,0.49063737,0.2091221,0.3892792,0.0885722,0.30366784,0.36485995,0.25481688,0.06167772,0.24680496,0.16570459,0.22447283,0.20595025,0.18998165,0.14096825,0.1252971,0.03546048,0.17774001,0.19796185,0.05102137,0.04344024,0.14192095,0.10743967,0.05780833,0.08263714,0.11776612,0.13722414,0.04374961,0.11151922,0.12683167,0.11827308,0.04940659,0.1399725,0.13722205,0.09692567,0.0482377,0.12030127,0.12125108,0.08772216,0.04308394,0.10404213,0.14353474,0.0485071,0.12137961,0.09168899,0.04692016,0.11794704,0.11309616,0.06341649,0.16620775,0.07558662,0.08325796,0.19867251,0.11966857,0.02505868,0.22460474,0.14228107,0.03177681,0.09065564,0.17188679,0.06231679,0.11591633,0.14805125,0.08202916,0.20067349,0.27102099,0.12356415,0.29372331,0.38878183,0.1698212,0.06400157,0.45093201,0.28344491,0.09367805,0.17863304,4
430,494,841,958,698,509,24,21,31,10,12,12,223,217,834,791,675,872,19,18,2,3,10,10,261,131,805,754,728,589,12,30,10,3,6,19,443,95,879,975,733,782,26,14,10,6,10,20,322,186,853,933,751,610,27,14,10,3,9,13,326,280,718,829,734,604,28,26,23,5,6,21,234,214,917,796,660,942,13,22,4,4,2,17,184,362,870,797,582,784,16,28,7,7,5,5,129,293,935,949,754,866,6,33,8,0,8,4,477,239,831,831,801,601,30,16,30,13,9,21,288,370,719,792,689,625,27,29,28,17,7,15,520,364,916,975,576,623,23,22,27,16,11,20,308,436,860,1037,620,583,17,24,25,1,10,7,254,342,794,803,698,864,16,21,15,3,6,16,358,326,739,656,744,640,21,33,18,10,5,23,482,456,923,887,889,469,27,33,42,8,9,22,292,458,1090,1036,690,1080,30,32,8,2,9,12,291,307,788,861,673,526,28,22,20,9,10,4,0.03046227,0.5136873,0.35392341,0.21880678,0.51977668,0.21996926,0.53506936,0.13955165,0.457159,0.3191841,0.04287071,0.18142159,0.14863973,0.28935176,0.1753678,0.08107005,0.07334029,0.1089283,0.22481653,0.14001559,0.08515455,0.18047387,0.09414981,0.20352626,0.08936454,0.02865296,0.140396,0.0946841,0.16480572,0.03080646,0.03568297,0.12951842,0.14267517,0.07336449,0.03249644,0.0350529,0.14038432,0.12982734,0.03657249,0.05337605,0.05517161,0.13552958,0.08784475,0.04478976,0.02130902,0.05808979,0.02412021,0.08350464,0.08289439,0.09347492,0.05336905,0.10670149,0.1185849,0.05198767,0.04108486,0.11476119,0.12151322,0.11324139,0.02837003,0.1382953,0.15477087,0.14832635,0.06663902,0.17648849,0.20875716,0.09330135,0.05830738,0.19098129,0.2310381,0.14997155,0.06875259,0.12463924,0.40320948,0.07425311,0.20382397,0.08002313,4
384,442,875,869,786,624,27,19,20,14,9,2,271,193,804,776,761,993,22,34,11,5,11,14,341,219,803,639,776,704,9,12,1,3,13,11,303,181,981,894,759,903,19,14,11,0,1,10,230,178,955,862,767,723,24,20,1,1,0,7,358,204,784,776,778,703,25,10,12,5,7,9,216,268,943,701,748,1063,26,26,11,10,7,13,256,290,884,682,694,905,23,26,4,7,8,9,109,181,905,834,826,987,9,23,3,0,1,10,487,261,835,798,831,716,33,26,37,13,10,9,288,282,687,719,737,718,34,27,17,17,10,15,452,384,920,898,660,744,36,20,16,16,12,10,386,322,884,922,702,676,28,24,14,1,11,11,220,226,714,722,782,971,31,27,4,9,13,6,438,226,845,535,826,747,36,9,7,10,12,9,478,416,935,780,879,576,34,23,31,12,14,8,136,408,1000,935,776,1199,33,24,3,6,2,2,315,243,790,782,759,635,21,20,21,9,11,10,0.26643447,0.4264263,0.51604731,0.24248623,0.42647613,0.08954607,0.31392506,0.35374589,0.23700571,0.1356091,0.28432256,0.10208514,0.25960254,0.15481251,0.24401933,0.15899905,0.15946143,0.02995725,0.19168635,0.20336748,0.02346396,0.0865169,0.11029162,0.17989671,0.03770093,0.06055347,0.061069,0.16855071,0.02819945,0.05352752,0.11052268,0.12800356,0.00352555,0.17636224,0.11748262,0.12743975,0.00812832,0.13711755,0.12804737,0.12909957,0.02271401,0.13344881,0.1142131,0.03699762,0.09550814,0.05864777,0.0326678,0.07835288,0.04582443,0.0119613,0.09792629,0.12952209,0.03434249,0.13872086,0.15085302,0.01252457,0.18299106,0.17219622,0.01839259,0.11059645,0.20653939,0.08880911,0.13100326,0.19157406,0.13373661,0.25095057,0.21820195,0.14488303,0.33888531,0.33930952,0.17843693,0.13076414,0.42476198,0.24836938,0.13099103,0.19932607,4
356,346,767,915,686,490,16,17,26,9,6,13,151,167,740,810,631,859,11,10,9,2,4,11,227,263,737,717,706,570,20,38,9,4,8,20,479,197,789,920,709,769,30,28,9,11,10,21,358,216,763,886,691,591,25,22,9,8,11,14,330,228,646,786,748,569,20,34,18,6,8,22,238,208,815,745,616,929,5,18,5,1,8,18,212,264,770,754,600,771,8,22,8,6,5,6,159,159,857,906,734,853,14,19,9,1,10,5,493,279,761,770,761,592,20,12,29,12,11,22,292,350,659,739,647,592,17,21,23,16,5,16,452,300,846,954,620,610,13,18,22,15,5,21,282,260,808,994,592,550,9,12,20,0,4,8,206,280,700,760,626,843,6,17,10,2,8,17,328,294,651,619,718,619,11,33,13,9,9,24,512,466,849,850,911,446,17,23,37,9,13,23,334,370,994,987,672,1065,22,18,9,3,13,13,265,303,732,836,651,535,24,22,19,14,14,5,0.04109178,0.53123462,0.25029053,0.30837361,0.4710707,0.25997623,0.53919792,0.09017289,0.49563113,0.26399984,0.16054531,0.14169665,0.05506239,0.26742846,0.33203438,0.28868174,0.04083962,0.1073102,0.20518798,0.27391145,0.20411031,0.13129853,0.11040426,0.24937171,0.16380715,0.1332818,0.03081103,0.1155253,0.19409524,0.15270165,0.18872576,0.07221696,0.02382087,0.15600019,0.10205875,0.15093368,0.04055744,0.07047615,0.15874796,0.06916042,0.13284166,0.09671638,0.0846814,0.14053569,0.11216553,0.03316111,0.11282341,0.11958345,0.10835844,0.07609779,0.1379245,0.1091285,0.1034599,0.07884522,0.10541852,0.16157379,0.13539842,0.10442334,0.09175196,0.202985,0.14217483,0.05129625,0.1216854,0.13015551,0.07017144,0.11594958,0.04137567,0.07330944,0.11412017,0.15008599,0.10764306,0.23625122,0.35380328,0.12944406,0.2883527,0.12567353,4
443,363,940,757,645,491,31,19,14,11,5,3,196,300,831,668,634,824,26,34,17,4,3,11,200,230,800,541,751,535,5,14,7,4,9,10,470,240,890,764,676,734,25,20,17,5,11,11,381,203,868,732,700,554,20,26,7,2,10,4,311,161,773,668,809,556,21,16,6,6,9,10,239,239,784,593,631,894,20,30,17,5,9,14,215,313,769,578,625,736,23,18,10,8,4,6,218,256,786,730,709,818,13,21,9,1,9,7,466,232,944,694,798,575,29,22,33,14,10,10,313,203,828,609,708,635,28,19,11,18,4,14,469,301,1029,802,595,589,24,22,10,17,4,9,297,271,955,818,613,543,24,26,8,2,3,8,223,207,735,596,675,802,17,25,2,4,9,5,273,203,756,523,835,578,22,13,1,9,10,12,473,333,1002,742,950,465,28,17,25,9,12,11,383,433,977,819,641,1030,37,32,9,1,12,3,370,244,895,692,616,594,29,12,19,10,11,7,0.07442812,0.56138606,0.37257833,0.31697528,0.26051884,0.27772104,0.45847091,0.32885918,0.46216128,0.3015798,0.23950473,0.10492272,0.02894969,0.10712338,0.14707239,0.21908082,0.21057175,0.02797066,0.11858244,0.04856858,0.17449666,0.18619143,0.0588989,0.13414435,0.06084874,0.11243995,0.10945275,0.0789821,0.085857,0.06975915,0.04469502,0.11661191,0.06768206,0.06011221,0.13663422,0.0119132,0.12124287,0.06472724,0.0308629,0.13000527,0.03694649,0.07480714,0.1118642,0.0474316,0.1003253,0.01735277,0.06898287,0.12091488,0.12696707,0.06760595,0.07224458,0.12650191,0.18188454,0.11330541,0.04799368,0.10425989,0.14402988,0.13325393,0.07594966,0.07206998,0.07111776,0.14514207,0.08132365,0.05667913,0.0519912,0.17785532,0.11434563,0.06827678,0.07010517,0.13028494,0.19493786,0.06784255,0.19683773,0.02673025,0.08763625,0.08240555,4
351,243,821,761,627,531,20,23,10,11,2,12,136,340,660,688,580,844,15,18,21,4,4,2,148,412,745,619,771,567,16,22,11,6,16,11,474,406,777,754,680,768,30,34,21,13,16,12,367,407,749,722,732,586,25,34,11,10,15,5,273,287,650,638,777,554,20,22,2,8,16,13,211,303,637,593,615,914,9,26,21,1,16,9,183,241,602,620,693,756,12,16,14,8,9,3,252,248,689,748,691,838,20,3,13,1,10,10,438,304,825,670,758,639,20,14,27,14,11,13,257,257,683,593,698,627,17,15,7,18,11,7,403,199,910,822,537,595,17,22,8,17,3,12,239,157,866,836,655,581,15,16,10,2,4,1,167,261,590,604,623,822,10,19,6,0,16,8,249,261,641,549,743,598,11,21,3,7,17,15,485,305,885,782,938,509,17,11,21,9,13,14,381,275,824,821,611,1050,26,16,13,1,13,12,314,348,796,724,660,632,20,26,23,14,16,4,0.09263331,0.53593117,0.20604251,0.33739294,0.36730823,0.19033535,0.65538812,0.03089118,0.54225641,0.20013662,0.16422371,0.33385996,0.0833555,0.36803566,0.04788169,0.08506524,0.285426,0.2091693,0.22815794,0.10093296,0.16198674,0.19873242,0.07036599,0.2702174,0.1190963,0.13557358,0.04225288,0.14371049,0.26479121,0.13793661,0.07216875,0.07781856,0.12783329,0.16726761,0.08237679,0.05693381,0.12320465,0.13814867,0.10175186,0.05024062,0.09661393,0.13947264,0.05876741,0.02641587,0.08943966,0.07987607,0.04008553,0.02501816,0.0985775,0.08656331,0.02664127,0.08427277,0.10024794,0.03244921,0.08005007,0.12400422,0.05762258,0.0634038,0.12294006,0.08772173,0.07325955,0.10876301,0.17555506,0.11426053,0.15464554,0.1978548,0.11530806,0.14026497,0.18092177,0.21445643,0.15833463,0.10051405,0.35569659,0.08929244,0.18732398,0.01403298,4
395,303,723,779,654,544,17,18,11,12,4,10,184,278,806,670,613,897,12,21,20,5,6,8,254,438,769,633,740,624,19,29,10,5,18,17,472,362,753,774,683,795,29,29,20,10,14,18,331,365,763,734,703,645,34,29,10,7,13,11,339,295,624,650,748,631,31,31,3,7,16,19,217,333,839,621,638,955,12,29,20,2,16,15,213,247,806,648,708,813,9,19,13,9,11,3,150,208,873,766,698,891,7,8,12,2,10,4,514,366,719,660,759,620,31,11,28,15,7,19,263,277,603,617,685,678,28,18,8,19,13,13,485,235,804,828,540,654,24,23,7,18,5,18,335,201,768,854,674,610,14,11,9,3,6,5,201,215,720,618,654,897,17,22,5,1,18,14,353,213,663,577,752,673,22,26,2,8,19,21,553,357,783,790,917,496,28,8,22,10,9,20,287,267,1028,843,640,1113,23,19,12,0,9,10,262,304,682,718,639,537,25,21,22,13,14,2,0.08651287,0.28689564,0.40783114,0.29008676,0.50329634,0.21332028,0.37403687,0.27231922,0.47878731,0.18824467,0.20954328,0.19434741,0.16848871,0.17169631,0.03478131,0.16726268,0.13025627,0.08334024,0.1214178,0.07083343,0.21813619,0.15985692,0.04662322,0.07377969,0.0625361,0.10260167,0.06895226,0.07982446,0.06533723,0.03498731,0.02082541,0.08530512,0.09887943,0.07279889,0.03452017,0.00305022,0.10486255,0.10590697,0.0293445,0.09135528,0.06378158,0.10502636,0.07729526,0.02384731,0.08765767,0.06558472,0.0490767,0.12712842,0.08672499,0.13180488,0.03298417,0.15471833,0.14137709,0.17452879,0.03118712,0.08277557,0.14818651,0.11567907,0.04246307,0.06040319,0.09471934,0.02661152,0.15156072,0.07124669,0.07806232,0.21292035,0.24388097,0.09776933,0.05425704,0.22228899,0.27941047,0.02102654,0.32189523,0.08664731,0.24480746,0.06134407,4
